collection,id,audience,status,original_title,polished_title,original_text,polished_text
Manager-source Quick Message,procedure-87,Customer,manager-provided,On the Case Parties/Roles set up:,Case-party and role-entry guidance,"Do NOT use ANY punctuation when entering information
If you input a business/organization name, you can only input up to 50 characters.
This includes empty spaces.
For the role of Plaintiff/Petitioner:
Always check the boxes to the right Primary Party & Filed on Behalf of
For the role of Defendant/Respondent: Only check the box Primary Party
You do not check any boxes for Attorney (if one is listed & filing)
If applicable:
For the role of Decedent: Only check mark the box Primary Party
YOU MUST CLICK “SAVE” AT THE BOTTOM RIGHT OF THE SCREEN
2nd: If this is an existing case, you will need to follow the instructions on the case party’s area.
You will need to click on the party to highlight them, once highlighted, scroll down and click on the NEXT button.","Follow the current manager-approved case-party rules:

• Avoid punctuation and special characters in party information.
• Keep a business or organization name within the current character limit. The source states 50 characters, including spaces.
• Plaintiff/Petitioner: select Primary Party and Filed on Behalf Of.
• Defendant/Respondent: select Primary Party.
• Attorney: do not select party checkboxes unless the current workflow requires otherwise.
• Decedent, when applicable: select Primary Party.
• Select Save before continuing.

For an existing case, select the applicable party, confirm it is highlighted, and then select Next. Confirm these role rules before sending because case-party behavior may change."
Manager-source Quick Message,procedure-96,Customer,manager-provided,"Zoom information, request or to appear telephonically","Zoom, telephone appearance, or hearing request","Thank you for contacting the E-Filing Portal website MyFLCourtAccess.com.
Unfortunately, I am only able to assist you with guidance to upload your request form.
To obtain the form, please visit the website for or call the Clerk of the Courts in the county your case is filed in.
The E-filing Portal help desk only provides navigation and technical support instructions on how to navigate the website to submit/upload documents to create a case, or to an existing case.
Please be advised that the E-Filing portal website MyFLCourtAccess.com is not the Clerk of the Court or the District Court of Appeals.
**We cannot verify your court date.
We cannot help you access Zoom, telephonically connect, or reschedule your Zoom meeting.
We do not offer or have access to forms to send to you.","Portal Support can explain how to upload a prepared request through MyFLCourtAccess.com, but we cannot:

• Provide the required form
• Verify a hearing date
• Connect a participant to Zoom or a telephone hearing
• Reschedule a hearing
• Approve a remote appearance

Contact the applicable Clerk of Court or Judicial Assistant for the form and hearing procedure. After the document is prepared, Portal Support can provide filing-navigation instructions."
Manager-source Quick Message,procedure-99,Customer,manager-provided,How to remove / change cases status from My Cases,Hide an inactive case from My Cases,"If you would like to edit the entries so that they do not appear, click on the case’s “Court Case #” in your “My Cases”.
You will be taken to a window showing the case’s Service list, across the top of the screen, beneath the Save button, there will be 4 tabs to select from.
Click on “My Status for this Case”, mark the bubble next to “This is not an active Case. Do not Show on MY Cases List.”, then click Save.
Moving forward, when you go to your My Cases, the default setting will be to only search Active cases, so those that you’ve updated to “inactive” will no longer be shown. If you ever need to look at the inactive cases again, you may update the search to include or only show the Inactive cases.","To hide a case from the default Active view in My Cases:

1. Open My Cases.
2. Select the Court Case Number.
3. Open My Status for this Case.
4. Select This is not an active case. Do not show on My Cases list.
5. Select Save.

The case will no longer appear when the search is limited to Active cases. To view it again, change the My Cases search to include Inactive cases."
Manager-source Quick Message,procedure-102,Customer,manager-provided,When asked about ADA Compliance:,Accessibility or accommodation request,"We can provide you with written instructions on how to file, but we are unable to tell you what forms are needed and where to find them as the e-filing portal does not get into the procedural side of filing.
1. By law, MyFLCourtAccess.com employees are not allowed to file on behalf of the filer.
We are happy to provide documentation on how to file documentation.
2. You, the filer, should contact the clerk's office where your case is filed as we cannot demand the clerk provide you direct access.
3. As a SRL (self-represented litigant) you are currently not required to use the Portal to submit to the county and can do so in person.
4. You can contact your local Legal Aid office which, based upon your disability and financial situation, they may be able take you on as a pro bono case.
If this is a Civil case, another option is the Florida’s Relay Service 941-741-4022","Portal Support can provide accessible written instructions and technical assistance for using MyFLCourtAccess.com. Portal Support cannot file on behalf of a customer, determine which forms are required, or decide a court accommodation.

For court accommodations, alternate filing methods, forms, or access to a case, contact the applicable Clerk of Court or its ADA coordinator. A self-represented filer may also ask the Clerk about permitted non-Portal filing options.

Do not provide legal advice or make eligibility determinations."
Manager-source Quick Message,procedure-104,Customer,manager-provided,Exemption from e-service:,Request for exemption from eService,"If you need an exemption, review the instructions for these forms and the relevant Florida Rule of General Practice and Judicial Administration 2.516 Section B, sub section: (D), (i), (ii) to understand the procedures for doing so. See (D), (i), (ii) starts on page 168
https://www.flcourts.gov/content/download/217909/file/Florida-Rules-of-Judicial-Administration.pdf
Please contact the Clerk of the Courts for the form needed to file for exemption.","Portal Support cannot determine whether a filer qualifies for an eService exemption or provide the required court form.

Contact the applicable Clerk of Court for the current form and procedure. The source refers to Florida Rule of General Practice and Judicial Administration 2.516; confirm the current rule and approved reference before sending."
Manager-source Quick Message,procedure-109,Customer,manager-provided,Status of Filing,Check the status of a filing,"Log into your account. In the upper right, click on My Submission:","Sign in to MyFLCourtAccess.com and select My Submissions in the upper-right area. Search for the filing and review its current Portal status.

The Portal status does not replace the official docket or the Clerk's case status."
Manager-source Quick Message,procedure-113,Customer,manager-provided,OCRS viewing/ VOR VOD issues,"OCRS, View on Request, or View on Demand issue","Thank you for contacting the E-Filing Portal website MyFLCourtAccess.com Help Desk.
The OCRS website is ""powered"" by Civitek, however, Civitek is not the entity that processes the VOD requests and does not have access to documents or the ability to send them to you or advise how to access or download.
There are a couple of things you may want to look at:
1. The web browser you are using, you may need to set the website up to allow for popups and redirects.
2. If the file is too large, it may take a while to pull or not pull at all.
Unfortunately, this is not something Civitek can control or correct.
Please contact the Clerk of the Court in the county the case is filed in for more information.
3. If the case is a Dissolution, Probate, or confidential case, those are not accessible from the OCRS and you will need to contact the Clerk's office for instructions.","Civitek powers the OCRS website, but Portal Support does not process View on Request or View on Demand requests and cannot provide the requested documents.

Before referring the issue:
1. Allow pop-ups and redirects for the OCRS website.
2. Allow additional time for a large document to load.
3. Confirm whether the case type or confidentiality restriction prevents online access.

If the document still cannot be viewed, contact the applicable Clerk of Court. The Clerk controls the request, document access, and alternate delivery."
Manager-source Quick Message,procedure-118,Customer,manager-provided,VOR or VOD requests,View on Request or View on Demand request,"Unfortunately, the e-filing portal website is not the party responsible for the VOR or VOD, as the website is not the clerk of the courts.
The e-filing portal does not have the access to send you case documentation.
Please contact the Clerk of the Courts in the county your case is filed in for assistance.","The E-Filing Portal does not process View on Request or View on Demand requests and cannot send case documents.

Please contact the Clerk of Court for the county where the case is filed to ask about the request status, document access, or an alternate delivery method."
Manager-source Quick Message,procedure-119,Customer,manager-provided,Accessing a case from My Cases to file to the existing case,File to an existing case from My Cases,"Go to My Cases:
Find the case and click the 1st SUBMIT button on the left to go to the case:
Look at the info and scroll down.
Click next.
Choose a person from the Current Pary list, scroll down click next.
Click ADD.
Chose and check the box next to the document type.
Upload your file.
Click Save.
Continue to review each page scroll down and keep on until you click submit at the end.","To begin an existing-case filing from My Cases:

1. Open My Cases.
2. Locate the case and select the first Submit option.
3. Review the case information and select Next.
4. Select the applicable current party, then select Next.
5. Select Add in the Documents section.
6. Choose the correct document type and select it.
7. Upload the prepared PDF.
8. Select Save.
9. Review every remaining page and field, then submit the filing.

Portal Support cannot select the legal document type or party for the filer."
Manager-source Quick Message,procedure-132,Customer,manager-provided,Multiple Tickets:,Multiple requests submitted for the same issue,"Hello,
We noticed that multiple tickets and messages have been submitted regarding the same issue across different contact channels. To help us assist you as quickly and efficiently as possible, we kindly ask that you please use one communication channel and a single ticket per issue.
Submitting multiple tickets or contacting us through several avenues can delay our response time, both for you and for other customers, because it creates duplicate work for our support team.
Please be assured that your request is in our queue, and we will respond on ticket #() as soon as possible. Thank you for your patience and for helping us keep support running smoothly.","We received multiple tickets or messages about the same issue through more than one contact channel.

To avoid duplicate work and help us respond efficiently, please use one communication channel and one ticket for each issue. Your request remains in our queue, and we will continue the response under ticket [incident number].

Thank you for your patience."
Manager-source Quick Message,procedure-134,Customer,manager-provided,Specific case party is not available in list to choose on “Filed On Behalf-Of”,Required Filed On Behalf Of party is missing,"Please choose from either the attorney listed or any other party listed, so that you can get your submission to the clerk.
It does not matter which person you select as the clerk does not collect that information.
If the clerk is going to allow the party to be added to the case, they will insert the party details to the docket.","The expected case party is not available in the Filed On Behalf Of list.

Confirm the case, party, and docket information before proceeding. Follow the current manager-approved procedure and contact the applicable Clerk when the party must be added or corrected. Do not select an unrelated party solely to bypass the required field unless the Clerk and current procedure explicitly authorize it."
Manager-source Quick Message,procedure-141,Customer,review-pending,I need the receipt for filings:,Find and print a filing receipt,"Accounts have access to this information if it is within 90 days of todays date.
Go to the My Account drop down,
click on the Email log,
change the dates to match the timeline you are looking for,
Do not use the Type of Email dropdown,
Click search
For receipts, you will be looking for emails that say: Filing Processed.
Pictures are used as only an example (not your case)
You can then print out the receipt or download and save it to your computer.
Motion for Summary Judgement charge $70
Attorney's being charged for a Motion for Summary Judgement (Example) 251729925 Hillsborough 24-CA-008791 Is there now a $70 fee for this? Per the Clerk I spoke to ...Julie.
If the case goes into foreclosure, they (the filer) will need to pay the $70. If the case will not go into a foreclosure, they should not have to pay the $70 If the attorney calls the Hillsborough Clerk say it is not a foreclosure, they can get the $70 refunded back to them.
Emergency filings
Please keep in mind, it is NOT the e-filing portal that uploads your filings to the docket, it is the Clerk of the Courts office.
If you have an emergency filing that is ""validating"", always call the clerk first to:
1. See if there is an issue with the filing.
2. To see if they could process it quickly if you selected the filing as an emergency option. There is nothing the e-filing website can do to push filings through to the clerk's office.
My Cases
To find a case that you have filed to via your e-filing portal account:
Depending on the set up of your portal look. (There are about 5 versions)
The steps should be very similar:
Go to My Cases: You can access from My Account, OR the icon in the upper right corner.
Click the magnifying glass to open the search options:
Either search by County or by name. Not both.
If you cannot pull it up by name, use the county and look for the court case number.
To access the docket (only if you are the attorney of record and the case is not closed, confidential or a formal probate)
Click on the case number to the far left to access the docket.
Docket is accessible via the attorney portal account. Sent guidance on how to use the search options.","To locate a recent filing receipt:

1. Sign in to the Portal.
2. Open My Account > Email Log.
3. Set the date range to include the filing date.
4. Leave Type of Email unselected unless current guidance requires a filter.
5. Select Search.
6. Open the message labeled Filing Processed.
7. Print the receipt or save a copy.

The source states that Email Log information is available for 90 days. Confirm the current retention period before sending this message."
Curated Troubleshooting,clean-slate-full,Customer/Analyst,Verify before use,Complete clean-slate troubleshooting reply,Complete clean-session troubleshooting,"Hello, and thank you for contacting the E-Filing Portal website MyFLCourtAccess.com Help Desk.
When an issue like this is reported, please see the below to assist in troubleshooting.
Do not use the Safari web browser if you are using an Apple/MAC computer.
Do not try to file from a phone or tablet.
You can also use the following steps below to reset information to file from a ""clean slate"".
As insignificant as the Sign Out instructions may seem, if you do not use them, you may experience issues with:
Information in your corrections filing disappearing.
Uploading: will upload a different PDF file than what you chose
Inability to make payments
Inability to submit the filing
May check the box for emergency filing
Slowness on the website
Sign Out using the Sign Out hyperlink, and sign back in.
Signing Out should be done:
a. Every time you leave the website.
b. After 15-20 minutes of being idle.
If not, it can cause issues with functions on the website.
Have you checked the formatting of your electronic file: No color, has to be unlocked/unsecured, no zipped / compressed files.
Instead of using a saved link, hand key the website into the URL address bar on the web browser.
1. Clear your web browser cache / cookies and update the browser at least every 2 weeks.
2. Make sure in your web browser settings, you list our website the allowance for pop ups and redirects.
3. Verify with your IT Department that the following websites are allowed access through your firewall as 1 or 2 of the sites needed are coming out of the Netherlands:
https://checkoutshopper-live.adyen.com and *.myflcourtaccess.com, *.vimeocdn.com, *.vimeo.com, *.jsdelivr.net, and *.typekit.net.
If you are trying to file to a case:  Start your filing over from the beginning.
Do NOT pull and resume any submission from the workbench.
If the above does not work, try a different web browser or from a different computer to see if your results are any different.
Restart your machine after the troubleshooting steps have been used.
I cannot guarantee this will fix the issue, but they are the steps that we ask you to apply first.","Please complete the following steps in order to start from a clean Portal session:

1. Use a desktop or laptop computer. Do not file from a phone or tablet.
2. On an Apple/Mac computer, use the currently approved browser instead of Safari.
3. Select Sign Out in the upper-right area of the Portal. Close the browser, reopen it, and sign in again.
4. Type https://www.myflcourtaccess.com directly into the browser address bar instead of using a saved favorite or bookmark.
5. Clear the browser cache and cookies, install available browser updates, and allow pop-ups and redirects for the Portal.
6. Ask your IT department to confirm the current Portal and payment-domain allowlist.
7. Verify that each upload is an unlocked, unsecured PDF or PDF/A file, contains no compressed/ZIP content, and meets the current document-format requirements.
8. Start a new filing from the beginning. Do not resume the failed submission from Workbench.
9. If the issue continues, try a different approved browser or a different computer.
10. Restart the computer after completing the steps.

These are the standard first-line troubleshooting steps. They do not guarantee that the issue will be resolved. Record the result of each step."
Curated Troubleshooting,safari,Customer/Analyst,Verify before use,Safari on Apple/Mac,Use an approved browser on Apple/Mac,Do not use the Safari web browser if you are using an Apple/MAC computer.,"On an Apple/Mac computer, use the currently approved browser instead of Safari. Confirm the supported-browser guidance before sending."
Curated Troubleshooting,mobile,Customer/Analyst,Verify before use,Phone or tablet filing,Use a desktop or laptop computer,Do not try to file from a phone or tablet.,Complete the filing from a desktop or laptop computer. Do not use a phone or tablet for the filing process.
Curated Troubleshooting,stale-symptoms,Customer/Analyst,Verify before use,Symptoms associated with an improper sign-out,Symptoms that may indicate a stale Portal session,"As insignificant as the Sign Out instructions may seem, if you do not use them, you may experience issues with:
Information in your corrections filing disappearing.
Uploading: will upload a different PDF file than what you chose
Inability to make payments
Inability to submit the filing
May check the box for emergency filing
Slowness on the website","A stale or improperly closed Portal session may contribute to symptoms such as:

• Information disappearing from a Correction Queue filing
• A different PDF appearing from the file selected
• Payment or submission failures
• Unexpected emergency-filing selection
• General slowness or inconsistent page behavior

Treat these as possible session symptoms, not proof of the cause."
Curated Troubleshooting,signout,Customer/Analyst,Verify before use,Sign out and sign back in,Sign out correctly and start a new session,"Sign Out using the Sign Out hyperlink, and sign back in.
Signing Out should be done:
a. Every time you leave the website.
b. After 15-20 minutes of being idle.
If not, it can cause issues with functions on the website.","Select the Sign Out link in the upper-right area of the Portal, close the browser, reopen it, and sign in again.

Use Sign Out whenever you leave the Portal and after an idle timeout. Closing the browser window without signing out may leave an incomplete session."
Curated Troubleshooting,file-check,Customer/Analyst,Verify before use,Basic electronic-file check,Verify the electronic file before upload,"Have you checked the formatting of your electronic file: No color, has to be unlocked/unsecured, no zipped / compressed files.","Confirm that the file meets the current Portal requirements:

• PDF or PDF/A format, as applicable
• Unlocked, unsecured, and not password protected
• Not compressed or contained in a ZIP file
• Required page size and file-size limits
• No prohibited color content
• Compatible filename and characters"
Curated Troubleshooting,handkey,Customer/Analyst,Standard,Hand-key the Portal address,Type the Portal address directly,"Instead of using a saved link, hand key the website into the URL address bar on the web browser.","Open a new browser tab and type https://www.myflcourtaccess.com directly into the address bar instead of opening a saved favorite, bookmark, or old link."
Curated Troubleshooting,browser-network-checks,Customer/Analyst,Verify before use,"Browser, pop-up, and firewall checks","Browser, pop-up, and firewall checks","1. Clear your web browser cache / cookies and update the browser at least every 2 weeks.

2. Make sure in your web browser settings, you list our website the allowance for pop ups and redirects.

3. Verify with your IT Department that the following websites are allowed access through your firewall as 1 or 2 of the sites needed are coming out of the Netherlands:
https://checkoutshopper-live.adyen.com and *.myflcourtaccess.com, *.vimeocdn.com, *.vimeo.com, *.jsdelivr.net, and *.typekit.net.","Complete these browser and network checks:

1. Clear the browser cache and cookies, then install available browser updates.
2. Allow pop-ups and redirects for MyFLCourtAccess.com.
3. Ask the customer's IT department to confirm the current allowlist for the Portal and payment services. The manager source lists:
   • checkoutshopper-live.adyen.com
   • *.myflcourtaccess.com
   • *.vimeocdn.com
   • *.vimeo.com
   • *.jsdelivr.net
   • *.typekit.net

Record which checks were completed and the result."
Curated Troubleshooting,restart-filing,Customer/Analyst,Standard,Start the filing over,Start the filing again from the beginning,If you are trying to file to a case:  Start your filing over from the beginning.,Create a new filing and complete it from the beginning. Do not reuse the failed filing session or assume that the saved draft is intact.
Curated Troubleshooting,no-resume,Customer/Analyst,Verify before use,Do not resume the failed Workbench submission,Do not resume the failed Workbench submission,Do NOT pull and resume any submission from the workbench.,Do not reopen or resume the failed submission from Workbench. Start a new filing after completing the applicable session and browser troubleshooting.
Curated Troubleshooting,alternate,Customer/Analyst,Standard,Try another browser or computer,Test a different browser or computer,"If the above does not work, try a different web browser or from a different computer to see if your results are any different.","After completing the standard steps, test the same action in another currently approved browser or on a different computer. Record whether the result changes."
Curated Troubleshooting,restart-machine,Customer/Analyst,Standard,Restart the computer,Restart the computer,"Restart your machine after the troubleshooting steps have been used.
I cannot guarantee this will fix the issue, but they are the steps that we ask you to apply first.","Restart the computer after completing the browser and Portal-session steps, then test the action again. Record the result."
Curated Troubleshooting,upload-full,Customer/Analyst,Verify before use,Complete upload and filing-environment reply,Complete document-upload checklist,"We also provide the following steps to provide you with a better filing environment.
I am going to list the below information, highlighting on some points I feel are important.
I know you may have tried of the items on here, but because I have only had 2 people report something similar to this issue, and it's not widespread,
I am limited on what assistance I can offer.
On uploading, the formatting and the names of the files are crucial:
Please adhere to the information below when filing.
You cannot use the Safari web browser that is on most Apple/Mac devices.
Your file must be in PDF or PDF/a format.
If you are scanning pages into a PDF, make sure they are at 300DPI
*Will NOT accept compressed or zipped files.
*Will NOT accept PDF files if the file name has special or odd characters
In naming your PDF file:
Do NOT use hyphens, underscores, or odd characters (%^&*( )=+) or web dings
*Will NOT accept PDF files if the file name exceeds 36 characters in length.
*Will not accept “locked” or “Secured” PDF files.
***NO VIDEOS*** Please call the clerk of the court in the county your case is filed in and ask how to get that submitted to them
**NO COLOR PICTURES** If they must be in color, call the clerk to ask how to submit them outside of the portal.
No document in color other than black, including the signatures will be accepted.
The page size cannot exceed 8.5 x 11
DO NOT SAVE TO THE WORKBENCH TO GO BACK LATER TO RESUME.
IT WILL NOT WORK.
When uploading documents: make sure the 100% bar changes to a decimal number. If it does not, you cannot upload other documents.","Before uploading, verify each item below:

1. Use a desktop or laptop and a currently approved browser.
2. Save the document as PDF or PDF/A, as required for the document type.
3. For scanned documents, use 300 DPI unless current guidance specifies otherwise.
4. Do not upload compressed or ZIP files.
5. Remove incompatible filename characters. The manager source specifically identifies punctuation and special characters as possible causes.
6. Keep the filename within the current approved character limit. The supplied manager source states 36 characters, including spaces; confirm before sending.
7. Remove document security, encryption, password protection, and locked settings.
8. Confirm that the page size is Letter: 8.5 × 11 inches.
9. Confirm the current requirements for color content, photographs, audio, and video. The supplied manager guidance does not permit video or audio uploads and directs color-submission questions to the Clerk.
10. Wait for each upload to finish processing before adding another document.
11. Do not save a failed filing to Workbench and return later. Start over after completing the applicable troubleshooting.

If a document must be submitted in a format the Portal does not accept, contact the applicable Clerk of Court for an approved alternate method."
Curated Troubleshooting,pdf-format,Customer/Analyst,Verify before use,PDF or PDF/A requirement,Confirm PDF or PDF/A format,"You cannot use the Safari web browser that is on most Apple/Mac devices.
Your file must be in PDF or PDF/a format.","Confirm that the document is saved as PDF or PDF/A, according to the current requirement for that document type. Renaming a non-PDF file with a .pdf extension does not convert it."
Curated Troubleshooting,dpi,Customer/Analyst,Verify before use,Scanned pages at 300 DPI,Use the approved scan resolution,"If you are scanning pages into a PDF, make sure they are at 300DPI","When scanning pages into a PDF, use 300 DPI unless the current manager-approved document guidance specifies a different resolution."
Curated Troubleshooting,no-zip,Customer/Analyst,Standard,No compressed or ZIP files,Remove compressed or ZIP packaging,*Will NOT accept compressed or zipped files.,"Upload the individual PDF file. Do not upload a compressed archive, ZIP file, or a PDF contained inside a ZIP file."
Curated Troubleshooting,filename-chars,Customer/Analyst,Verify before use,Filename characters,Use a simple PDF filename,"*Will NOT accept PDF files if the file name has special or odd characters
In naming your PDF file:
Do NOT use hyphens, underscores, or odd characters (%^&*( )=+) or web dings","Rename the PDF using letters and numbers only when possible. Remove punctuation, symbols, and other unusual characters that may prevent upload.

Example: rename asd_812#.pdf to asd812.pdf."
Curated Troubleshooting,filename-length,Customer/Analyst,Verify before use,Filename length limit,Keep the filename within the approved limit,*Will NOT accept PDF files if the file name exceeds 36 characters in length.,"Shorten the PDF filename so it remains within the current approved character limit. The supplied manager source states 36 characters, including spaces."
Curated Troubleshooting,locked,Customer/Analyst,Standard,Locked or secured PDF,Remove PDF security and password protection,*Will not accept “locked” or “Secured” PDF files.,"The PDF must be unlocked and unsecured. Remove encryption, password protection, editing restrictions, and other security settings before uploading."
Curated Troubleshooting,videos,Customer/Analyst,Verify before use,Video submission,Video files are not accepted through the Portal,***NO VIDEOS*** Please call the clerk of the court in the county your case is filed in and ask how to get that submitted to them,The supplied manager guidance does not permit video uploads through the Portal. Contact the applicable Clerk of Court to ask about an approved alternate submission method.
Curated Troubleshooting,color,Customer/Analyst,Verify before use,Color pictures and non-black content,Confirm the current color-content requirements,"**NO COLOR PICTURES** If they must be in color, call the clerk to ask how to submit them outside of the portal.
No document in color other than black, including the signatures will be accepted.","The supplied manager guidance requires black-only document content, including signatures, and directs filers to contact the Clerk when color is necessary. Confirm the current requirement before sending."
Curated Troubleshooting,page-size,Customer/Analyst,Verify before use,Page-size limit,Set every page to Letter size,The page size cannot exceed 8.5 x 11,Confirm that every page is exactly 8.5 × 11 inches. A single oversized or irregular page can cause the upload to fail.
Curated Troubleshooting,workbench-warning,Customer/Analyst,Verify before use,Do not save and resume from Workbench,Do not return later to a failed Workbench filing,"DO NOT SAVE TO THE WORKBENCH TO GO BACK LATER TO RESUME.
IT WILL NOT WORK.",Do not save a failed filing to Workbench with the intention of resuming it later. Complete the applicable troubleshooting and start a new filing.
Curated Troubleshooting,upload-progress,Customer/Analyst,Verify before use,Upload progress must complete before another file,Wait for each upload to finish processing,"When uploading documents: make sure the 100% bar changes to a decimal number. If it does not, you cannot upload other documents.","After selecting a file, wait until the upload and processing indicator fully completes before adding another document. If processing does not complete, do not continue adding files."
Curated Troubleshooting,dmarc,Customer/Analyst,Verify before use,"Yahoo, Gmail, AOL, and DMARC/DKIM reply","Email-delivery review for Yahoo, Gmail, or AOL","Yahoo, Gmail, and AOL users:
If you run into a DMARC/DKIM issue, we are unable to correct this for you.
The Florida Courts E-Filing Portal has performed due diligence on our end to ensure our compliance to Google, Yahoo, and AOL's new requirements via Microsoft.
We have not experienced any issues from this.
If you have an email address that is hosted by Yahoo, Google, or AOL; please be aware of the following changes that these companies had imposed effective February 1, 2024.
Please visit the website below or search on their websites to see what responsibilities you may have and to make sure you are aware of any changes you may need to make.
https://www.proofpoint.com/us/blog/email-and-cloud-threats/google-and-yahoo-set-new-email-authentication-requirements","For delivery problems involving Yahoo, Gmail, or AOL addresses:

1. Confirm that the address on the Portal account and eService list is correct.
2. Check Spam, Junk, Quarantine, and email-security filtering.
3. Ask the customer's email or IT provider to review DMARC/DKIM handling and allow the Portal sender addresses.
4. Confirm whether the message appears in the Portal Email Log.

The source includes a 2024 Proofpoint article for background. Treat it as reference material only and confirm the current approved guidance before sending."
Manager-source Troubleshooting,procedure-26,Customer/Analyst,manager-provided,* Formatting /Conversion Issues resulting in:,"PDF formatting, conversion, and upload review","Loss of information when filing Indexes, Exhibit markers, Bookmarks, Page Numbers, etc.
* Portal isn’t accepting the PDF files you are trying to upload.
If this contains the following, your file will need to be in PDF/a format (see attached document):
Transcripts & Briefs
Contains bookmarks or indexing
We typically see these issues due to the way the files are being created or formatted.
1. Using embedded fonts not recognized by the system.
2. Not leaving the space needed in the margin area.
3. The type of software / program being used for your conversion.
When filing the type of files that have Headers / Footers, Page Numbering, etc., the PDF file is to be formatted / converted in a specific way.
Margins and Print Area: It’s very important to stay within the guidelines, or the header/footers and page numbers will disappear as well as other information.
**Transcripts with any indexing, bookmarks etc, MUST be in PDF/A 2-B format.
PDF files shall be filed in a format capable of being electronically searched and printed.
Unfortunately, we cannot correct or convert your files for you.
I am listing some information below, as well as attaching the PDF FAQs to assist in helping you determine if there is a formatting issue you will need to resolve.
1. No locked, secured or encrypted PDF files
2. Do not scan in pages using a DPI larger than 300.
3. The name you have given the file is incompatible.
If your file has special characters you will need to rename the electronic file.
Example:
if it looks like asd_812#.pdf, rename it, removing the unacceptable characters to something else like asd812.pdf
4. The name of your PDF file cannot exceed 36 characters including blank spaces.
5. The file was corrupted in transition from the original format to the format you currently have. Ex: Word to pdf or jpg to .docx
6. The file page size is too large. instead of 8.5x11 it is 8.62x11.26 or any other size other than letter. (may need to check your software to undo any automatic settings that may be converting them a specific way other than what you require)
7. Do NOT upload compressed or zipped files.
8. When uploading a file, make sure it is completely uploaded before trying to add another document. (the 100% green bar needs to be gone and reflect a percentage number)
9. Information entered is either incorrect or missed
10. Remove ALL COLOR- the portal does not accept any color documentation including signatures, hyperlinks and email addresses.
11. The maximum upload at one time, with all files combined cannot exceed 50mb for Lower Courts or 200mb for Supreme and Appellate Courts.
That means if you upload 4 documents and their combined size exceeds the maximum; your files will not upload.
12. Formatting is not correct. ie: embedded fonts, margin errors, etc.
13. ***NO VIDEOS / NO COLOR PICTURES, NO AUDIO RECORDINGS***","Use this checklist when a PDF is rejected, displays missing or stacked text, loses bookmarks or page numbers, or changes after upload:

1. Confirm whether the document must be PDF/A. The source specifically identifies transcripts, briefs, bookmarks, and indexing as common PDF/A cases.
2. Use a reputable PDF creator and standard fonts. Embedded or unsupported fonts can alter text.
3. Confirm the page margins and printable area. Headers, footers, page numbers, and exhibit markers can disappear when they fall outside the supported area.
4. Remove password protection, encryption, security, and locked settings.
5. Use no more than 300 DPI for scanned pages unless current guidance specifies otherwise.
6. Rename the file using a simple filename without special characters.
7. Keep the filename within the current approved limit. The source states 36 characters, including spaces.
8. Confirm that every page is exactly 8.5 × 11 inches.
9. Do not upload compressed or ZIP files.
10. Wait for each file to finish processing before adding another.
11. Confirm the current color, audio, video, and combined-upload limits. The source lists 50 MB for lower courts and 200 MB for Supreme/Appellate Courts; verify current limits before sending.
12. If the original document and the Portal result differ, preserve the original and escalate with the test result under the current procedure.

Portal Support cannot repair or convert a customer's document. Provide approved guidance and document the result of each check."
Manager-source Troubleshooting,procedure-35,Customer/Analyst,review-pending,When Payments aren’t processing at all,Payment will not process,"Are you trying to use a saved payment? Amex, Visa, MC or ACH?
Last 4-digits of card or account:
Have you tried to hand key in the information and check the box at the bottom to Save payment for Future Use?
When was the last time you successfully made a payment using that exact card?
Is this a new card? Has the Bank name or Expiration date changed?
Have you changed the username or password to your MyFLCourtAccess.com portal account recently?
Are you using Chrome, Edge, or Firefox as your website browser?
Have you tried a different browser?
Try running the browser in incognito mode.
When was the last time you cleared the web browsers cache, cookies and updated?
Have any new updates been done to your machine that the IT department would need to go in and reset the settings for your web browser to allow pop ups and other information from our website?
Has your machine been restarted in the last week?
Please make sure that the following have been added by your IT Department:","Collect and test the following before escalating a payment-processing issue:

• Payment type: credit, debit, or ACH
• Last four digits only of the card or account
• Saved payment method or manually entered payment
• Date the same payment method last worked
• Whether the card, bank name, billing information, or expiration date changed
• Whether the Portal username or password was recently changed
• Browser name and version
• Result in another approved browser or private/incognito window
• Date cache and cookies were cleared and the browser was updated
• Recent device, browser, security-software, or network changes
• Result after restarting the computer
• Confirmation that the current Portal and Adyen domains are allowed by the customer's IT department

Do not collect full card or bank-account information. Record the exact error and the result of each step."
Manager-source Troubleshooting,procedure-36,Customer/Analyst,manager-provided,Bounce Back Issues,Bounce-back alert or counter issue,"There are a couple of reasons for bounce back alerts.
It does not mean that your filing was incomplete.
Please look over the attached and follow the instructions to:
1. Clear the alert
2. Reset the Bounce back counter
3. Verify the email address is correct with what is in your profile settings vs. the email the e-service was done on.","A bounce-back alert does not necessarily mean the filing is incomplete.

1. Follow the approved steps to clear the alert.
2. Reset the bounce-back counter under the current procedure.
3. Compare the email address on the Portal profile with the address used for eService.
4. Confirm whether the message appears in the Email Log.
5. Record the exact bounce-back text and result."
